waypoint number       time [s]              PosX [mm]             PosY [mm]             PosZ [mm]             Roll [degrees]        Pitch [degrees]       Yaw [degrees]         Cycle time [ms]       
982                   9.83093627964568      -33.953177257525084   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
983                   9.840937232117344     -33.79598662207358    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
984                   9.850938184589008     -33.63879598662207    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
985                   9.860939137060672     -33.48160535117057    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
986                   9.870940089532336     -33.324414715719065   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
987                   9.880941042004        -33.16722408026756    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
988                   9.890941994475664     -33.01003344481605    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
989                   9.900942946947328     -32.852842809364546   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
990                   9.910943899418992     -32.69565217391305    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
991                   9.920944851890656     -32.53846153846154    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
992                   9.93094580436232      -32.381270903010034   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
993                   9.940946756833984     -32.22408026755853    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
994                   9.950947709305648     -32.06688963210702    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
995                   9.960948661777312     -31.909698996655518   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
996                   9.970949614248976     -31.752508361204015   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
997                   9.98095056672064      -31.59531772575251    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
998                   9.990951519192304     -31.438127090301002   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
999                   10.000952471663968    -31.280936454849495   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1000                  10.010953424135632    -31.123745819397993   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1001                  10.020954376607296    -30.966555183946486   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1002                  10.03095532907896     -30.809364548494983   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1003                  10.040956281550624    -30.652173913043477   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1004                  10.050957234022288    -30.494983277591974   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1005                  10.060958186493952    -30.337792642140467   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1006                  10.070959138965616    -30.18060200668896    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1007                  10.08096009143728     -30.023411371237458   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1008                  10.090961043908944    -29.86622073578595    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1009                  10.100961996380608    -29.70903010033445    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1010                  10.110962948852272    -29.551839464882942   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1011                  10.120963901323936    -29.39464882943144    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1012                  10.1309648537956      -29.237458193979933   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1013                  10.140965806267264    -29.080267558528426   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1014                  10.150966758738928    -28.923076923076923   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1015                  10.160967711210592    -28.765886287625417   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1016                  10.170968663682256    -28.608695652173914   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1017                  10.18096961615392     -28.451505016722408   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1018                  10.190970568625584    -28.2943143812709     0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1019                  10.200971521097248    -28.137123745819398   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1020                  10.210972473568912    -27.97993311036789    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1021                  10.220973426040576    -27.82274247491639    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1022                  10.23097437851224     -27.665551839464882   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1023                  10.240975330983904    -27.508361204013376   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1024                  10.250976283455568    -27.351170568561873   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1025                  10.260977235927232    -27.193979933110366   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1026                  10.270978188398896    -27.036789297658864   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1027                  10.280979140870558    -26.879598662207357   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471662217    
1028                  10.290980093342222    -26.72240802675585    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1029                  10.300981045813886    -26.565217391304348   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1030                  10.31098199828555     -26.40802675585284    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1031                  10.320982950757214    -26.25083612040134    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1032                  10.330983903228878    -26.093645484949832   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1033                  10.340984855700542    -25.936454849498325   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1034                  10.350985808172206    -25.779264214046822   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1035                  10.36098676064387     -25.622073578595316   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1036                  10.370987713115534    -25.464882943143813   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1037                  10.380988665587198    -25.307692307692307   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1038                  10.390989618058862    -25.1505016722408     0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1039                  10.400990570530526    -24.993311036789297   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1040                  10.41099152300219     -24.83612040133779    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1041                  10.420992475473854    -24.678929765886288   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1042                  10.430993427945518    -24.52173913043478    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1043                  10.440994380417182    -24.364548494983275   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1044                  10.450995332888846    -24.207357859531772   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1045                  10.46099628536051     -24.050167224080266   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1046                  10.470997237832174    -23.892976588628763   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1047                  10.480998190303838    -23.735785953177256   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1048                  10.490999142775502    -23.578595317725753   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1049                  10.501000095247166    -23.421404682274247   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1050                  10.51100104771883     -23.26421404682274    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1051                  10.521002000190494    -23.107023411371237   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1052                  10.531002952662158    -22.94983277591973    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1053                  10.541003905133822    -22.792642140468228   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1054                  10.551004857605486    -22.63545150501672    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1055                  10.56100581007715     -22.478260869565215   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1056                  10.571006762548814    -22.321070234113712   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1057                  10.581007715020478    -22.163879598662206   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1058                  10.591008667492142    -22.006688963210703   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1059                  10.601009619963806    -21.849498327759196   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1060                  10.61101057243547     -21.69230769230769    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1061                  10.621011524907134    -21.535117056856187   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1062                  10.631012477378798    -21.37792642140468    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1063                  10.641013429850462    -21.220735785953178   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1064                  10.651014382322126    -21.06354515050167    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1065                  10.66101533479379     -20.906354515050165   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1066                  10.671016287265454    -20.74916387959866    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1067                  10.681017239737118    -20.591973244147155   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1068                  10.691018192208782    -20.434782608695652   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1069                  10.701019144680446    -20.277591973244146   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1070                  10.71102009715211     -20.12040133779264    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1071                  10.721021049623774    -19.963210702341136   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1072                  10.731022002095438    -19.80602006688963    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1073                  10.741022954567102    -19.648829431438127   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1074                  10.751023907038766    -19.49163879598662    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1075                  10.76102485951043     -19.334448160535118   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1076                  10.771025811982094    -19.17725752508361    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1077                  10.781026764453758    -19.020066889632105   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1078                  10.791027716925422    -18.862876254180602   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1079                  10.801028669397086    -18.705685618729095   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1080                  10.81102962186875     -18.548494983277592   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1081                  10.821030574340414    -18.391304347826086   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1082                  10.831031526812078    -18.23411371237458    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1083                  10.841032479283742    -18.076923076923077   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1084                  10.851033431755406    -17.91973244147157    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1085                  10.86103438422707     -17.762541806020067   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1086                  10.871035336698734    -17.60535117056856    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1087                  10.881036289170398    -17.448160535117054   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1088                  10.891037241642062    -17.29096989966555    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1089                  10.901038194113726    -17.133779264214045   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1090                  10.91103914658539     -16.976588628762542   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1091                  10.921040099057054    -16.819397993311036   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1092                  10.931041051528718    -16.66220735785953    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1093                  10.941042004000382    -16.505016722408026   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1094                  10.951042956472046    -16.34782608695652    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1095                  10.96104390894371     -16.190635451505017   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1096                  10.971044861415374    -16.03344481605351    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1097                  10.981045813887038    -15.876254180602004   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1098                  10.9910467663587      -15.719063545150501   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471662217    
1099                  11.001047718830364    -15.561872909698995   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1100                  11.011048671302028    -15.404682274247492   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1101                  11.021049623773692    -15.247491638795985   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1102                  11.031050576245356    -15.090301003344479   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1103                  11.04105152871702     -14.933110367892972   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1104                  11.051052481188684    -14.775919732441473   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1105                  11.061053433660348    -14.618729096989966   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1106                  11.071054386132012    -14.46153846153846    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1107                  11.081055338603676    -14.304347826086953   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1108                  11.09105629107534     -14.147157190635447   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1109                  11.101057243547004    -13.989966555183948   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1110                  11.111058196018668    -13.832775919732441   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1111                  11.121059148490332    -13.675585284280935   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1112                  11.131060100961996    -13.518394648829428   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1113                  11.14106105343366     -13.361204013377922   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1114                  11.151062005905324    -13.204013377926422   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1115                  11.161062958376988    -13.046822742474916   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1116                  11.171063910848652    -12.88963210702341    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1117                  11.181064863320316    -12.732441471571903   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1118                  11.19106581579198     -12.575250836120397   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1119                  11.201066768263644    -12.418060200668897   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1120                  11.211067720735308    -12.26086956521739    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1121                  11.221068673206972    -12.103678929765884   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1122                  11.231069625678636    -11.946488294314378   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1123                  11.2410705781503      -11.789297658862878   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1124                  11.251071530621964    -11.632107023411372   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1125                  11.261072483093628    -11.474916387959865   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1126                  11.271073435565292    -11.317725752508359   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1127                  11.281074388036956    -11.160535117056853   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1128                  11.29107534050862     -11.003344481605353   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1129                  11.301076292980284    -10.846153846153847   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1130                  11.311077245451948    -10.68896321070234    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1131                  11.321078197923612    -10.531772575250834   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1132                  11.331079150395276    -10.374581939799327   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1133                  11.34108010286694     -10.217391304347828   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1134                  11.351081055338604    -10.060200668896321   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1135                  11.361082007810268    -9.903010033444815    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1136                  11.371082960281932    -9.745819397993309    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1137                  11.381083912753596    -9.588628762541802    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1138                  11.39108486522526     -9.431438127090303    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1139                  11.401085817696924    -9.274247491638796    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1140                  11.411086770168588    -9.11705685618729     0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1141                  11.421087722640252    -8.959866220735783    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1142                  11.431088675111916    -8.802675585284277    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1143                  11.44108962758358     -8.645484949832777    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1144                  11.451090580055244    -8.488294314381271    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1145                  11.461091532526908    -8.331103678929765    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1146                  11.471092484998572    -8.173913043478258    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1147                  11.481093437470236    -8.016722408026752    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1148                  11.4910943899419      -7.859531772575252    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1149                  11.501095342413564    -7.702341137123746    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1150                  11.511096294885228    -7.545150501672239    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1151                  11.521097247356892    -7.387959866220733    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1152                  11.531098199828556    -7.230769230769226    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1153                  11.54109915230022     -7.073578595317727    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1154                  11.551100104771884    -6.916387959866221    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1155                  11.561101057243548    -6.759197324414714    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1156                  11.571102009715212    -6.602006688963208    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1157                  11.581102962186876    -6.444816053511701    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1158                  11.59110391465854     -6.287625418060202    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1159                  11.601104867130204    -6.130434782608695    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1160                  11.611105819601867    -5.973244147157189    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1161                  11.621106772073531    -5.816053511705682    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1162                  11.631107724545195    -5.658862876254176    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1163                  11.64110867701686     -5.501672240802677    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1164                  11.651109629488523    -5.34448160535117     0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1165                  11.661110581960187    -5.187290969899664    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1166                  11.671111534431851    -5.030100334448157    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1167                  11.681112486903515    -4.872909698996651    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1168                  11.69111343937518     -4.715719063545151    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1169                  11.701114391846842    -4.558528428093645    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471662217    
1170                  11.711115344318506    -4.401337792642138    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1171                  11.72111629679017     -4.244147157190632    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1172                  11.731117249261834    -4.0869565217391255   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1173                  11.741118201733498    -3.929765886287626    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1174                  11.751119154205162    -3.7725752508361197   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1175                  11.761120106676826    -3.615384615384613    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1176                  11.77112105914849     -3.4581939799331067   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1177                  11.781122011620154    -3.3010033444816003   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1178                  11.791122964091818    -3.143812709030101    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1179                  11.801123916563482    -2.9866220735785944   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1180                  11.811124869035146    -2.829431438127088    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1181                  11.82112582150681     -2.6722408026755815   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1182                  11.831126773978474    -2.515050167224075    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1183                  11.841127726450138    -2.3578595317725757   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1184                  11.851128678921802    -2.200668896321069    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1185                  11.861129631393466    -2.0434782608695627   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1186                  11.87113058386513     -1.8862876254180563   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1187                  11.881131536336794    -1.7290969899665498   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1188                  11.891132488808458    -1.5719063545150505   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1189                  11.901133441280122    -1.414715719063544    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1190                  11.911134393751786    -1.2575250836120375   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1191                  11.92113534622345     -1.100334448160531    0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1192                  11.931136298695113    -0.9431438127090317   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1193                  11.941137251166777    -0.7859531772575252   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1194                  11.951138203638441    -0.6287625418060188   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1195                  11.961139156110105    -0.4715719063545123   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1196                  11.97114010858177     -0.3143812709030058   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1197                  11.981141061053433    -0.15719063545150647   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1198                  11.991142013525097    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1199                  12.001142965996761    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1200                  12.011143918468425    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1201                  12.02114487094009     0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1202                  12.031145823411753    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1203                  12.041146775883417    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1204                  12.051147728355081    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1205                  12.061148680826745    0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
1206                  12.07114963329841     0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   10.000952471663993    
