Time Rec (s)	Time Stamp (s)	Pos X COMM(mm)	Pos Y COMM(mm)	Pos Z COMM(mm)	Roll COMM(deg)	Pitch COMM(deg)	Yaw COMM(deg)	
1.2229800000000002    	1.22326004505         	8.27909183502         	-9.0690359e-05        	0.068178735673        	-7.107866e-06         	0.00367825455         	-0.000108562672       	
1.2342000000000002    	1.23453998566         	8.36113452911         	-3.9296843e-05        	0.069426193833        	1.1927827e-05         	0.00369983376         	-8.9222987e-05        	
1.2454200000000002    	1.24572002888         	8.44019985199         	-4.2329233e-05        	0.070590592921        	4.469498e-06          	0.003751466284        	-0.000117523668       	
1.25664               	1.25699996948         	8.52062702179         	0.000706908817        	0.071821123362        	-3.7551166e-05        	0.003811597824        	0.000406922423        	
1.26786               	1.26819002628         	8.6009273529          	-5.7214496e-05        	0.073022551835        	7.245711e-06          	0.003824983491        	-0.000116749521       	
1.27908               	1.27936005592         	8.67975902557         	-5.0876035e-05        	0.074205383658        	-5.403052e-06         	0.003876629984        	-0.000106547042       	
1.2903                	1.29229998589         	8.77295970917         	6.42662e-07           	0.075663551688        	4.793542e-06          	0.003919901326        	-9.6612966e-05        	
1.30152               	1.30182003975         	8.83995819092         	-7.5752403e-05        	0.076697647572        	4.309721e-06          	0.00395715842         	-8.6638254e-05        	
1.31274               	1.31306004524         	8.92007160187         	0.000697575975        	0.077920004725        	-5.3910666e-05        	0.003980594222        	0.000404552353        	
1.32396               	1.32428002358         	8.99985980987         	-8.1174687e-05        	0.079214684665        	1.32958e-07           	0.00405097194         	-0.00010492593        	
1.33518               	1.33544003963         	9.07824134827         	-4.180977e-05         	0.080467313528        	5.079093e-06          	0.004081984051        	-0.00012859772        	
1.3464                	1.34672999382         	9.1579170227          	0.000684677856        	0.081765249372        	-5.1141844e-05        	0.004177316092        	0.000405856583        	
1.35762               	1.35794997215         	9.23760890961         	-4.9607104e-05        	0.083035580814        	-1.6736189e-05        	0.004190133419        	-0.000108149135       	
1.36884               	1.36914002895         	9.31721496582         	0.000721424585        	0.084322921932        	-4.2099346e-05        	0.004196351394        	0.000406622508        	
1.38006               	1.38250005245         	9.41114521027         	-4.2257649e-05        	0.085893779993        	-6.900257e-06         	0.00430127047         	-0.000112144749       	
1.39128               	1.39163005352         	9.47611522675         	0.000705888029        	0.086937345564        	-3.9575149e-05        	0.004304563161        	0.000393105554        	
1.4025                	1.40284001827         	9.55386161804         	0.000718734576        	0.088304392993        	-3.6107474e-05        	0.00441318471         	0.00041272596         	
1.41372               	1.41401004791         	9.63314723968         	-8.8281093e-05        	0.089596673846        	-5.606497e-06         	0.004429054447        	-0.000115693656       	
1.42494               	1.42525005341         	9.7123374939          	0.000704753853        	0.090924434364        	-6.4839463e-05        	0.004449179396        	0.000404562335        	
1.43616               	1.43647003174         	9.78985309601         	0.000699257944        	0.092330388725        	-4.0583243e-05        	0.004541659262        	0.000385404768        	
1.44738               	1.44766998291         	9.86887550354         	-5.5603294e-05        	0.093655966222        	-3.51765e-06          	0.004561167676        	-0.000114344555       	
1.4586000000000001    	1.45895004272         	9.94771099091         	0.000682369107        	0.095056056976        	-4.7372272e-05        	0.004666232504        	0.000376894866        	
1.4698200000000001    	1.47202003002         	10.0408191681         	-4.8933391e-05        	0.096675261855        	6.790073e-06          	0.004676444456        	-0.00010388079        	
